NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
Precious Achiuwa,Tor,F,22.56,73,23.6,49.2,18.5,11.3,131,0.595,447,0.468,156,0.359,0.486,0.503,9.1,6.5,14.9,1.1,6.9,0.51,0.56,1.15,6.8,105.4,104
Steven Adams,Mem,C,28.73,76,26.3,54.8,12,19.6,199,0.543,383,0.548,1,0,0.547,0.56,6.9,10,19.9,3.4,16.1,0.87,0.79,1.51,9.4,124.7,103.9
Bam Adebayo,Mia,C-F,24.73,56,32.6,67.9,25,14.4,340,0.753,723,0.562,6,0,0.557,0.608,19.1,10.1,17.5,3.4,17.5,1.43,0.79,2.64,10.7,117.2,98.2
Santi Aldama,Mem,F-C,21.25,32,11.2,23.4,18.5,9.9,32,0.625,84,0.56,48,0.125,0.424,0.452,4.1,2.7,12.6,0.7,7.7,0.19,0.31,0.5,7.1,101.1,103.9
LaMarcus Aldridge,Bro,C-F,36.73,47,22.3,46.5,22.4,8,102,0.873,412,0.578,46,0.304,0.566,0.604,12.9,5.5,13.4,0.9,6.3,0.3,1,0.94,7.2,119.6,108.8
Nickeil Alexander-Walker,Nor,G,23.61,50,26.3,54.9,24.8,11.2,97,0.722,327,0.434,305,0.311,0.45,0.474,12.8,3.3,6.9,2.8,16.1,0.82,0.38,1.7,7.5,97.1,110.2
Nickeil Alexander-Walker,Uta,G,23.61,15,9.9,20.7,17.9,13.1,12,0.917,15,0.4,33,0.303,0.438,0.497,3.5,1.5,8.4,1.1,15.5,0.33,0.27,0.53,7.2,104.5,102.3
Grayson Allen,Mil,G,26.51,66,27.3,57,15.2,6.7,74,0.865,180,0.533,389,0.409,0.588,0.609,11.1,3.4,6.5,1.5,7.6,0.7,0.27,0.65,5.6,121.7,110.7
Jarrett Allen,Cle,C,23.97,56,32.3,67.3,18.1,12.7,233,0.708,535,0.688,10,0.1,0.678,0.698,16.1,10.7,18.4,1.6,8.2,0.77,1.34,1.68,8.1,132.8,104.7
Jose Alvarado,Nor,G,24,54,15.4,32.2,18.4,11.2,53,0.679,184,0.538,110,0.291,0.5,0.52,6.1,1.9,6.6,2.8,26.9,1.31,0.13,0.74,8.3,113.5,104.5
Justin Anderson,Cle,F-G,28.39,3,15.5,32.4,11.2,17,4,0.75,2,1,6,0.333,0.625,0.666,4.3,2,7.1,2,17.4,0.33,0,0.67,6.7,126.4,104.3
Justin Anderson,Ind,F-G,28.39,13,20.7,43.2,15.8,6,15,0.8,34,0.559,53,0.245,0.443,0.475,6.8,3.1,8.3,2.1,13.6,0.54,0.46,0.46,6.8,107.3,113.3
Kyle Anderson,Mem,F-G,28.56,69,21.5,44.8,16.2,12.1,105,0.638,360,0.481,109,0.33,0.484,0.506,7.6,5.3,12.9,2.7,16.2,1.12,0.67,1.03,8.9,109.3,103.3
Giannis Antetokounmpo,Mil,F,27.35,67,32.9,68.5,34.9,12.2,766,0.722,1003,0.616,242,0.293,0.582,0.633,29.9,11.6,18.7,5.8,31.7,1.07,1.36,3.27,15.3,123.9,100.5
Thanasis Antetokounmpo,Mil,F,29.73,48,9.9,20.5,15.7,14.9,46,0.63,114,0.596,14,0.143,0.555,0.577,3.6,2.1,11.3,0.5,6.5,0.33,0.25,0.54,6.3,113.4,99.6
Carmelo Anthony,Lal,F,37.87,69,26,54.1,20.4,6.9,159,0.83,326,0.521,397,0.375,0.544,0.579,13.3,4.2,8.6,1,5.6,0.68,0.75,0.86,5.9,114.2,108
Cole Anthony,Orl,G,21.9,65,31.7,66,25.1,14.2,253,0.854,521,0.432,391,0.338,0.464,0.519,16.3,5.4,8.9,5.7,28.9,0.71,0.26,2.62,10,103.1,107.6
OG Anunoby,Tor,F,24.74,48,36,75,20.5,9.7,118,0.754,380,0.511,317,0.363,0.526,0.549,17.1,5.5,8.3,2.6,11,1.48,0.52,1.67,6.9,112.2,106.7
Ryan Arcidiacono,Nyk,G,28.04,10,7.6,15.9,8.6,20,0,0,3,0.667,9,0.444,0.667,0.667,1.6,0.8,5.6,0.4,7.5,0.1,0,0.3,4.2,111,108.9
Trevor Ariza,Lal,F,36.78,24,19.3,40.1,11,9.3,18,0.556,25,0.52,74,0.27,0.434,0.449,4,3.4,9.5,1.1,7.5,0.5,0.25,0.46,5.1,97.3,112.6
D.J. Augustin,Hou,G,34.42,34,15,31.2,16.4,22.8,38,0.868,40,0.4,96,0.406,0.548,0.596,5.4,1.2,4.4,2.2,20.5,0.29,0,1.32,6.5,107.1,119.7
D.J. Augustin,Lal,G,34.42,21,17.8,37.1,11.4,11.1,5,1,18,0.556,68,0.426,0.622,0.635,5.3,1.3,3.9,1.6,11.8,0.33,0.05,0.52,5,123.1,114
Deni Avdija,Was,F,21.27,82,24.2,50.4,16.3,12,136,0.757,320,0.525,259,0.317,0.503,0.536,8.4,5.2,11.8,2,11.8,0.72,0.54,1.06,7.3,106.4,105.9
Joel Ayayi,Was,G,22.1,7,2.9,6,13.2,0,0,0,5,0.2,1,0,0.167,0.167,0.3,0.4,8.2,0.6,25.1,0,0,0,5.7,,
Deandre Ayton,Pho,C,23.72,58,29.5,61.5,21.4,10.7,142,0.746,678,0.642,19,0.368,0.639,0.656,17.2,10.2,18.5,1.4,7.6,0.69,0.69,1.57,8.5,124.5,99.9
Udoka Azubuike,Uta,C-F,22.57,17,11.5,23.9,14.7,18.2,11,0.545,49,0.755,0,0,0.755,0.743,4.7,4.2,19.9,0,0,0.06,0.65,0.71,0,124.9,97.7
Marvin Bagley III,Sac,F,23.08,30,21.9,45.6,18.8,7.3,47,0.745,184,0.538,62,0.242,0.494,0.521,9.3,7.2,17.8,0.6,3.9,0.3,0.37,0.7,6.3,110.9,109.1
Marvin Bagley III,Det,F,23.08,18,27.2,56.7,21.2,7.4,54,0.593,165,0.624,35,0.229,0.575,0.585,14.6,6.8,13.6,1.1,6.9,0.72,0.39,1,7,115.6,107.8
LaMelo Ball,Cha,G,20.64,75,32.3,67.3,28.2,15.3,243,0.872,689,0.462,565,0.389,0.517,0.554,20.1,6.7,11,7.6,35.7,1.57,0.4,3.27,12.5,111.3,105.6
Lonzo Ball,Chi,G,24.46,35,34.6,72.2,17.3,17.2,28,0.75,123,0.423,260,0.423,0.567,0.575,13,5.4,8.8,5.1,20,1.83,0.89,2.34,8.2,109.9,108.3
Mo Bamba,Orl,C,23.92,71,25.7,53.5,17.2,10.5,73,0.781,337,0.561,281,0.381,0.566,0.581,10.6,8.1,16.6,1.2,7.4,0.54,1.68,1.07,7.3,114.2,103.3
Desmond Bane,Mem,G,23.8,76,29.8,62.1,23.1,8.7,155,0.903,578,0.484,523,0.436,0.565,0.592,18.2,4.4,7.7,2.7,13.5,1.21,0.38,1.46,8.1,118.4,104.6
Dalano Banton,Tor,F,22.43,64,10.9,22.6,16.9,19.3,44,0.591,151,0.464,51,0.255,0.443,0.463,3.2,1.9,9.7,1.5,19.8,0.42,0.16,0.83,7.7,98,103.9
Cat Barber,Atl,G,20,3,4.3,8.9,23.1,14.8,4,0,4,0,0,0,0,0,0,1,12.8,1,27.2,0,0,0.33,0,37.8,110.9
Harrison Barnes,Sac,F,29.86,77,33.6,70,18.8,10.5,413,0.826,473,0.526,360,0.394,0.555,0.623,16.4,5.6,9,2.4,10.5,0.69,0.18,1.55,7.2,121.5,115.5
Scottie Barnes,Tor,F,20.69,74,35.4,73.7,19,11.7,215,0.735,739,0.543,193,0.301,0.524,0.552,15.3,7.5,11.5,3.5,14.7,1.08,0.74,1.84,8.3,115.5,106.7
RJ Barrett,Nyk,F-G,21.82,70,34.5,71.9,27.6,9.9,406,0.714,790,0.442,404,0.342,0.466,0.511,20,5.8,9,3,14.9,0.61,0.23,2.16,8.2,103.4,108.3
Will Barton,Den,G,31.26,71,32.1,66.8,20.8,11.8,127,0.803,466,0.504,430,0.365,0.525,0.548,14.7,4.8,8.3,3.9,17.6,0.77,0.44,1.79,8.1,107.7,111
Charles Bassey,Phi,C-F,21.45,23,7.3,15.2,16.1,13.3,12,0.75,43,0.698,4,0,0.638,0.66,3,2.7,20.6,0.3,6.5,0.22,0.74,0.35,7.4,131.4,90.5
Paris Bass,Pho,F,26.62,2,3.7,7.7,51.7,22.5,2,1,4,0.5,2,0,0.333,0.436,3,2,28.9,0,0,0.5,0,1,0,,
Keita Bates-Diop,San,F,26.21,59,16.2,33.8,14.8,13.4,61,0.754,208,0.572,55,0.309,0.549,0.578,5.7,3.9,12.7,0.7,5.7,0.44,0.24,0.76,6.2,111.4,108.7
Nicolas Batum,Lac,G-F,33.32,59,24.8,51.6,13.3,9,38,0.658,117,0.607,270,0.4,0.602,0.608,8.3,4.3,9.1,1.7,9.7,1,0.71,0.68,6.3,118.5,107.1
Kent Bazemore,Lal,G-F,32.78,39,14,29.1,13.2,12.5,17,0.765,59,0.271,80,0.363,0.428,0.451,3.4,1.8,6.8,0.9,8.1,0.64,0.23,0.54,5,93.1,103.6
Darius Bazley,Okc,F-G,21.83,69,27.9,58.1,18.3,11.1,170,0.688,380,0.511,269,0.297,0.484,0.515,10.8,6.3,11.6,1.4,7.7,0.84,1.01,1.3,6.5,101,111.3
Bradley Beal,Was,G,28.79,40,36,74.9,30.8,13.6,203,0.833,561,0.508,210,0.3,0.492,0.539,23.2,4.7,7.3,6.6,30.8,0.9,0.38,3.38,10,105.7,111.9
Malik Beasley,Min,G,25.37,79,25,52.1,19.4,4.7,60,0.817,213,0.432,637,0.377,0.532,0.544,12.1,2.9,6.1,1.5,8.5,0.54,0.15,0.54,6,111.1,113.8
Jordan Bell,Chi,F,27.26,1,2,4.2,0,,0,0,0,0,0,0,,,0,1,28.1,0,0,1,0,0,0,,
DeAndre' Bembry,Bro,G-F,27.77,48,19.8,41.2,11.7,11.6,35,0.6,177,0.599,36,0.417,0.603,0.609,5.8,3.2,8.7,1.3,8.5,0.98,0.52,0.63,5.8,120.2,104.5
DeAndre' Bembry,Mil,G-F,27.77,8,9.6,20.1,5,11.1,0,0,8,0.375,0,0,0.375,0.375,0.8,1.4,7.6,0.8,9.4,0.25,0,0.13,4,116.4,104.1
Davis Bertans,Was,F,29.41,34,14.7,30.7,17.6,7.1,30,0.933,27,0.519,144,0.319,0.485,0.527,5.7,1.8,6.7,0.5,4.4,0.32,0.18,0.41,4.7,103.4,107
Davis Bertans,Dal,F,29.41,22,13.9,28.9,16.7,4.4,10,0.8,18,0.444,86,0.36,0.524,0.54,5.3,2.5,10,0.7,7.1,0.27,0.27,0.23,6,111.6,101.6
Patrick Beverley,Min,G,33.75,58,25.4,53,16.1,12.9,133,0.722,194,0.485,242,0.343,0.501,0.539,9.2,4.1,8.7,4.6,24.5,1.16,0.9,1.26,8.8,118.8,103.6
Saddiq Bey,Det,F,23.01,82,33,68.7,21.3,7.1,254,0.827,526,0.454,610,0.346,0.489,0.529,16.1,5.4,8.8,2.8,13.8,0.89,0.2,1.17,7.6,110.8,113.8
Khem Birch,Tor,C,29.53,55,18,37.5,11.2,11.1,71,0.746,186,0.522,14,0,0.485,0.534,4.5,4.3,13.1,1,7.6,0.55,0.47,0.53,6,123.8,103.8
Goga Bitadze,Ind,C-F,22.73,50,14.6,30.4,19.9,13.6,94,0.681,172,0.628,80,0.288,0.565,0.595,7,3.5,13.5,1.1,11.2,0.42,0.84,0.92,8.2,118.3,104.1
Bismack Biyombo,Pho,C,29.62,36,14.1,29.3,17.1,12.4,71,0.535,145,0.593,0,0,0.593,0.596,5.8,4.6,17.7,0.6,6.2,0.33,0.72,0.69,7.1,121.1,95.2
Nemanja Bjelica,Gol,F,33.92,71,16.1,33.5,17.8,18.7,81,0.728,193,0.549,149,0.362,0.547,0.573,6.1,4.2,14,2.2,19.8,0.59,0.37,1.23,9.5,111.3,97
Eric Bledsoe,Lac,G,32.34,54,25.2,52.5,20.5,18.3,117,0.761,305,0.479,163,0.313,0.475,0.514,9.9,3.4,7,4.2,24.1,1.28,0.35,2.15,8.3,100.6,107
Keljin Blevins,Por,G,26.38,31,11.3,23.5,16.5,12.8,11,0.545,39,0.333,72,0.292,0.401,0.41,3.1,1.5,7.1,0.6,8.1,0.42,0.03,0.55,5,86.7,113.1
Bojan Bogdanovic,Uta,F,32.98,69,30.9,64.4,23.7,10.1,260,0.858,461,0.523,468,0.387,0.552,0.598,18.1,4.3,7.6,1.7,8.7,0.49,0.01,1.7,6.6,116.4,109.6
Bogdan Bogdanovic,Atl,G,29.64,63,29.3,61.1,21.6,7.7,115,0.843,335,0.516,459,0.368,0.537,0.562,15.1,4,7.4,3.1,15.5,1.08,0.22,1.11,7.8,114.3,110.3
Bol Bol,Den,C-F,22.4,13,6.2,12.9,17.6,12.4,3,0.667,23,0.609,4,0.25,0.574,0.583,2.5,1.5,13.8,0.4,9.1,0.08,0.15,0.31,7.4,110.3,109.9
Leandro Bolmaro,Min,F,21.58,35,6.9,14.3,12.6,17.9,13,0.846,36,0.333,18,0.278,0.361,0.419,1.4,1.2,9.5,0.6,11,0.17,0,0.37,5.8,96.2,106.3
Isaac Bonga,Tor,G,22.42,15,4.6,9.5,11.5,10.8,8,0.625,9,0.222,4,0.25,0.269,0.363,0.8,0.5,5.5,0.3,7.3,0.53,0.13,0.13,4.3,92.5,96.1
Devin Booker,Pho,G,25.44,68,34.5,71.8,32,9.3,363,0.868,943,0.508,478,0.383,0.53,0.576,26.8,5,7.8,4.8,22.4,1.13,0.38,2.38,10,113.4,104
Brandon Boston Jr.,Lac,G,20.37,51,14.9,31.1,22.4,8,72,0.819,214,0.425,111,0.306,0.437,0.481,6.7,2.2,7.6,1,10.1,0.51,0.25,0.61,6.6,98.2,108.2
Chris Boucher,Tor,F-C,29.25,80,21.1,44,17.8,6.1,193,0.777,348,0.575,229,0.297,0.523,0.57,9.4,6.2,15.8,0.3,2.2,0.6,0.94,0.54,4.9,123.4,101.9
James Bouknight,Cha,G,21.56,31,9.8,20.5,23.7,8.8,31,0.871,92,0.348,49,0.347,0.408,0.459,4.6,1.7,9,0.8,11.8,0.23,0.03,0.48,7.5,100.5,109.4
Avery Bradley,Lal,G,31.37,62,22.7,47.2,12.1,9.6,18,0.889,140,0.471,210,0.39,0.54,0.55,6.4,2.2,5.2,0.8,4.5,0.87,0.15,0.61,4,106.4,109.7
Tony Bradley,Chi,C-F,24.26,55,10,20.8,13.6,20,29,0.655,123,0.585,0,0,0.585,0.6,3,3.4,19.1,0.5,6.7,0.2,0.6,0.62,6.9,117.9,103.3
Ignas Brazdeikis,Orl,F,23.26,42,12.8,26.6,17.7,7.8,32,0.656,101,0.535,87,0.31,0.503,0.52,5,1.7,7.1,0.9,10.8,0.24,0.07,0.4,6.2,106.5,108.9
Miles Bridges,Cha,F,24.06,80,35.5,73.9,22.6,9.9,333,0.802,748,0.59,464,0.332,0.554,0.593,20.1,7,10.4,3.8,15.7,0.93,0.84,1.88,9.1,116.9,110.1
Mikal Bridges,Pho,F,25.61,82,34.8,72.5,15,6.8,157,0.834,546,0.628,311,0.37,0.602,0.627,14.2,4.2,6.5,2.3,8.7,1.17,0.44,0.83,5.9,125.3,107.6
Oshae Brissett,Ind,F-G,23.81,67,23.3,48.6,17.3,8.5,164,0.695,269,0.465,237,0.35,0.493,0.53,9.1,5.3,12.8,1.1,6.4,0.64,0.43,0.81,6.5,112.2,111.7
Malcolm Brogdon,Ind,G,29.33,36,33.5,69.8,24.6,11.1,167,0.856,357,0.518,186,0.312,0.501,0.557,19.1,5.1,8.6,5.9,26.9,0.86,0.39,2.14,9.9,115.8,114.5
Armoni Brooks,Hou,G,23.85,41,16.8,35.1,17.4,8.1,19,0.842,38,0.605,213,0.3,0.474,0.49,6.2,2,6.4,1.2,10.3,0.51,0.2,0.56,5.9,100.6,112.3
Armoni Brooks,Tor,G,23.85,13,11.8,24.6,11.9,9.3,2,1,2,0.5,36,0.278,0.421,0.437,2.6,1.7,7.8,1,11,0.54,0.23,0.31,5.6,106.5,105.3
Dillon Brooks,Mem,G-F,26.22,32,27.7,57.6,28.8,8,106,0.849,377,0.48,149,0.309,0.475,0.515,18.4,3.2,6,2.8,15.4,1.13,0.25,1.56,7.9,107.5,102.3
Chaundee Brown Jr.,Lal,G,23.35,2,10.3,21.5,16.7,12.5,0,0,4,0.25,3,0,0.143,0.143,1,1,5.2,0,0,0,0,0.5,0,27.3,120.5
Charlie Brown Jr.,Dal,G,24.19,3,5.1,10.7,14.6,0,0,0,2,0.5,3,0,0.2,0.2,0.7,0.3,3.6,0.3,8.7,0.67,0.33,0,3.1,55.8,93.5
Chaundee Brown Jr.,Atl,G,23.35,3,27.7,57.7,14.5,0,6,0.833,10,0.3,15,0.4,0.48,0.525,9.7,4.7,9.2,1.3,6.4,0.67,0,0,5.6,117.7,108.7
Charlie Brown Jr.,Phi,G,24.19,19,8.5,17.8,12,11.5,10,0.9,25,0.32,9,0.111,0.279,0.365,1.5,1.6,10.7,0.3,4.1,0.42,0.16,0.26,4.2,93.4,103.7
Greg Brown III,Por,F,20.61,48,13.3,27.8,17.2,14.1,65,0.677,129,0.481,61,0.311,0.476,0.515,4.7,2.8,11.6,0.7,8.1,0.52,0.5,0.75,6.3,102.3,104.3
Troy Brown Jr.,Chi,G-F,22.7,66,16,33.3,12.3,8.8,26,0.769,125,0.488,133,0.353,0.51,0.525,4.3,3.1,10.8,1,8.2,0.53,0.08,0.39,5.9,110.9,110.2
Bruce Brown,Bro,G-F,25.65,72,24.6,51.3,15,9.1,128,0.758,412,0.529,94,0.404,0.543,0.575,9,4.8,10.6,2.1,11.5,1.07,0.72,0.78,7.3,121.5,105.5
Jaylen Brown,Bos,G-F,25.46,66,33.6,70.1,30.5,11.6,318,0.758,753,0.544,464,0.358,0.541,0.574,23.6,6.1,9.8,3.5,17.9,1.05,0.27,2.7,9.5,109.3,102.3
Moses Brown,Dal,C,22.49,26,6.5,13.5,22.1,16.9,43,0.628,50,0.54,0,0,0.54,0.588,3.1,2.3,20.1,0,0.9,0.12,0.35,0.54,0,107.4,91
Moses Brown,Cle,C,22.49,14,12.5,26.1,19.3,7.8,29,0.552,58,0.638,0,0,0.638,0.636,6.4,5.3,23.3,0,0,0.29,0.57,0.43,0,127,93
Sterling Brown,Dal,G-F,27.16,49,12.8,26.7,13.2,12.5,15,0.933,63,0.492,92,0.304,0.471,0.495,3.3,3,13.2,0.7,7.5,0.29,0.14,0.47,6,102.3,101.5
Jalen Brunson,Dal,G,25.61,79,31.9,66.6,21.9,10.1,213,0.84,756,0.545,252,0.373,0.549,0.583,16.3,3.9,6.8,4.8,24.3,0.84,0.04,1.57,8.4,118.3,107.1
Thomas Bryant,Was,C-F,24.7,27,16.3,33.9,18.7,10.3,40,0.875,106,0.613,42,0.286,0.561,0.607,7.4,4,13.6,0.9,7.9,0.22,0.78,0.7,7.3,118.7,106.6
Shaq Buchanan,Mem,G,20,2,4.9,10.2,25.1,33.3,0,0,2,0.5,2,0,0.25,0.25,1,1,10.6,1,25.5,0.5,0,1,8.2,61.1,99.8
Reggie Bullock,Dal,G-F,31.07,68,28,58.3,13.3,7.1,48,0.833,109,0.55,392,0.36,0.542,0.558,8.6,3.5,7,1.2,6.1,0.6,0.21,0.59,4.7,111.7,107.5
Trey Burke,Dal,G,29.41,42,10.5,21.9,25.6,10.4,23,0.87,133,0.436,82,0.317,0.451,0.475,5.1,0.8,4.2,1.4,20.7,0.29,0,0.62,6.8,97.1,105
Alec Burks,Nyk,G,30.73,81,28.6,59.6,17.7,9.7,264,0.822,339,0.378,389,0.404,0.499,0.559,11.7,4.9,9.1,3,15.7,1.05,0.32,1.12,7.8,116.8,102.9
Jared Butler,Uta,G,21.63,42,8.6,17.8,23.1,17.3,16,0.688,63,0.524,88,0.318,0.497,0.509,3.8,1.1,6.8,1.5,26,0.4,0.19,0.79,8.6,102,99.2
Jimmy Butler,Mia,F,32.57,57,33.9,70.6,26.5,10.5,455,0.87,714,0.52,116,0.233,0.496,0.592,21.4,5.9,9.9,5.5,26.4,1.65,0.47,2.12,10.4,124,107
Devontae Cacok,San,F,25.51,15,8.1,16.8,12.9,8.1,7,0.571,31,0.677,0,0,0.677,0.675,3.1,2.8,18.2,0.4,6.9,0.53,0.47,0.2,7.5,133.3,95.7
Kentavious Caldwell-Pope,Was,G,29.14,77,30.2,63,19,9.8,154,0.89,422,0.479,408,0.39,0.531,0.567,13.2,3.4,6.2,1.9,9.1,1.08,0.34,1.26,5.8,108.9,112.3
Facundo Campazzo,Den,G,31.05,65,18.2,38,14.7,16.9,78,0.769,103,0.476,193,0.301,0.459,0.503,5.1,1.8,5.5,3.4,24.1,0.97,0.35,1.03,6.9,109,104.3
Vlatko Cancar,Den,F,25,15,11.8,24.5,14,16,14,0.643,29,0.552,12,0.583,0.646,0.657,4.1,2.1,9.8,1.1,13.2,0.13,0.2,0.6,7.2,123.2,106
Devin Cannady,Orl,G,25.89,5,28.9,60.2,15.6,9.6,7,0.714,7,0,37,0.405,0.511,0.531,10,1.2,2.2,2,10,1,0.6,1,4,103.5,112.6
Clint Capela,Atl,C,27.9,74,27.6,57.5,15.5,6.1,169,0.473,603,0.614,1,0,0.613,0.604,11.1,11.9,23.5,1.2,6.6,0.76,1.26,0.59,7.8,134,104.9
Vernon Carey Jr.,Cha,F-C,21.12,4,4.2,8.8,20.9,12,3,0.667,6,0.5,0,0,0.5,0.546,2,1.3,15.7,0,0,0.25,0,0.25,0,113.8,110.7
Vernon Carey Jr.,Was,F-C,21.12,3,9.1,19,21.8,14.9,10,0.4,7,0.571,0,0,0.571,0.526,4,2.3,14.2,0,0,0.33,0.33,0.67,0,106.8,107.1
Wendell Carter Jr.,Orl,C-F,22.99,62,29.9,62.2,20.9,13.1,207,0.691,470,0.615,214,0.327,0.576,0.601,15,10.4,18.4,2.8,15.4,0.58,0.69,1.89,10.2,115.4,103.2
Jevon Carter,Bro,G,26.57,46,12,25,15.9,12.7,10,0.7,47,0.34,127,0.331,0.454,0.462,3.6,1.5,6.6,1,10.9,0.3,0.22,0.57,5.8,94.1,109.6
Jevon Carter,Mil,G,26.57,20,17.7,36.8,10.9,8.8,8,1,36,0.444,43,0.558,0.658,0.679,5.6,2.2,6.5,2.5,18.8,0.5,0.2,0.4,7.1,142.3,109.4
Alex Caruso,Chi,G,28.12,41,28,58.3,13.3,16.5,73,0.795,130,0.462,126,0.333,0.48,0.528,7.4,3.6,7.3,4,18.5,1.73,0.37,1.39,6.8,110.8,106
Willie Cauley-Stein,Dal,C,28.65,18,9.8,20.5,10.9,16.3,2,0.5,33,0.455,2,0.5,0.471,0.474,1.9,2.1,11.9,0.5,7,0.33,0.17,0.39,5.1,103.2,101.5
Willie Cauley-Stein,Phi,C,28.65,2,2.9,5.9,0,,0,0,0,0,0,0,,,0,1,19.6,0.5,21.5,0,0,0,0,,
Ahmad Caver,Ind,G,20,1,0.9,1.9,47.5,0,0,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,,
Justin Champagnie,Tor,G-F,20.78,36,7.8,16.3,12,10.1,9,1,39,0.538,28,0.357,0.537,0.571,2.3,2,13.9,0.3,5.4,0.22,0.11,0.22,5.7,127.8,102.7
Zylan Cheatham,Uta,F,26.4,1,5.2,10.8,25.1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,119.5
Chris Chiozza,Gol,G,26.39,34,10.9,22.8,13.4,28,3,0.667,28,0.25,53,0.321,0.401,0.407,2,1.1,5.2,1.9,22.5,0.38,0,0.94,5.9,88.6,103.9
Marquese Chriss,Dal,F,24.78,34,10.2,21.2,21.6,10.3,33,0.667,109,0.495,25,0.32,0.493,0.518,4.5,3,16.6,0.5,7.7,0.38,0.35,0.5,7.4,107.7,89.4
Josh Christopher,Hou,G,20.34,74,18,37.5,21.1,17.2,113,0.735,311,0.54,189,0.296,0.504,0.534,7.9,2.5,7.6,2,17.3,0.91,0.18,1.54,7.6,101,112.7
Brandon Clarke,Mem,F,25.56,64,19.5,40.6,17.7,6.3,130,0.654,425,0.666,22,0.227,0.65,0.66,10.4,5.3,14.3,1.3,10.3,0.59,1.06,0.53,8.5,137.4,102.8
Gary Clark,Nor,F,27.4,38,10,20.7,11.5,9.9,10,0.7,18,0.278,69,0.406,0.54,0.553,2.7,2.4,13.2,0.5,6.4,0.34,0.18,0.26,5.9,117.2,109.4
Jordan Clarkson,Uta,G,29.84,79,27.1,56.5,26.8,9.8,174,0.828,516,0.535,597,0.318,0.504,0.532,16,3.5,7,2.5,14.5,0.84,0.2,1.63,7.7,107.9,107.4
Nic Claxton,Bro,F-C,22.98,47,20.7,43.2,15.1,11.1,93,0.581,264,0.674,0,0,0.674,0.672,8.7,5.6,14.8,0.9,6.4,0.51,1.09,0.81,6.8,131.2,103.7
Amir Coffey,Lac,G-F,24.82,69,22.7,47.3,15.8,8,117,0.863,212,0.542,254,0.378,0.556,0.598,9,2.9,6.6,1.8,11.4,0.55,0.22,0.65,6.4,120,109.4
John Collins,Atl,F-C,24.55,54,30.8,64.1,20.5,7.7,169,0.793,468,0.588,176,0.364,0.576,0.61,16.2,7.8,13.9,1.8,8.9,0.61,1.04,1.11,7.9,122.8,106.1
Zach Collins,San,F-C,24.39,28,17.9,37.4,19.2,19.7,65,0.8,114,0.544,41,0.341,0.535,0.594,7.8,5.5,16,2.2,16.3,0.5,0.79,1.61,10.2,112.9,99.9
Darren Collison,Lal,G,34.63,3,12.4,25.8,9.3,12.5,0,0,4,0.5,3,0,0.286,0.286,1.3,1.3,5.8,0.7,6.7,0.33,0,0.33,3.4,64.7,104
Mike Conley,Uta,G,34.5,72,28.6,59.6,20.9,12.5,162,0.796,377,0.464,414,0.408,0.542,0.572,13.7,3,5.8,5.3,27.7,1.33,0.29,1.71,8.4,120.2,106.8
Pat Connaughton,Mil,G,29.26,65,26,54.2,14,6.3,54,0.833,126,0.643,370,0.395,0.605,0.62,9.9,4.2,8.6,1.3,6.6,0.89,0.23,0.54,5.8,124.7,109.6
Tyler Cook,Chi,F,24.55,20,10,20.8,13,11.8,32,0.656,38,0.605,0,0,0.605,0.643,3.4,2.7,14.9,0.2,2,0.2,0.2,0.35,4.9,128,101.2
Sharife Cooper,Atl,G,20.83,13,3,6.2,21.5,26.3,0,0,8,0.25,6,0.167,0.25,0.25,0.5,0.4,7.1,0.4,16.5,0,0,0.38,5.7,,
Petr Cornelie,Den,F,26.71,13,2.9,6.1,24,19.3,4,0.75,7,0.571,8,0.125,0.367,0.418,1.1,1.1,20.6,0.2,10.8,0.08,0.08,0.31,8.6,,
DeMarcus Cousins,Mil,C,31.66,17,16.9,35.1,22.4,10.6,38,0.816,70,0.6,48,0.271,0.521,0.572,9.1,5.8,18.1,1.1,9.3,0.94,0.47,0.94,9.2,116,93
DeMarcus Cousins,Den,C,31.66,31,13.9,28.9,31.9,22,87,0.736,132,0.53,74,0.324,0.515,0.565,8.9,5.5,22.3,1.7,19.1,0.61,0.42,2.23,12.6,101.6,87.1
Robert Covington,Por,F,31.32,48,29.8,62.1,12.4,14.2,36,0.833,106,0.462,230,0.343,0.499,0.519,7.6,5.7,10.5,1.4,6.7,1.54,1.31,1.21,5.3,100.5,108.7
Robert Covington,Lac,F,31.32,23,22.1,46.1,16.7,8.8,33,0.848,53,0.604,109,0.45,0.651,0.677,10.4,5.1,12,1,7,1.22,1.22,0.74,6.8,127.7,98.2
Torrey Craig,Ind,F,31.31,51,20.3,42.2,13.9,11.6,35,0.771,143,0.573,138,0.333,0.537,0.555,6.5,3.8,10.5,1.1,7.7,0.47,0.37,0.76,5.9,112.8,110.7
