NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
Greg Monroe,Was,F-C,31.85,2,8.8,18.3,25.3,20,0,0,8,0.5,0,0,0.5,0.5,4,5,31.4,0.5,9.3,0.5,0.5,1,9.8,114.5,102.6
Greg Monroe,Mil,F-C,31.85,5,13.9,29,17.8,10.4,9,0.556,22,0.5,0,0,0.5,0.52,5.4,4.2,16,0.4,4,0.6,0.4,0.6,6,115.8,103.3
Greg Monroe,Uta,F-C,31.85,3,8.7,18.1,13.5,0,7,0.571,5,0.8,0,0,0.8,0.743,4,3,18.8,1,16.7,0,0.33,0,10.5,178.7,91.3
Moses Moody,Gol,G,19.86,52,11.7,24.3,15.2,6.1,36,0.778,73,0.548,110,0.364,0.546,0.573,4.4,1.5,7.1,0.4,5.3,0.13,0.19,0.25,4.7,115.4,106.2
Matt Mooney,Nyk,G,25.17,1,1.9,4,46.2,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,
Xavier Moon,Lac,G,27.27,10,13.7,28.6,19,10.1,5,0.6,37,0.541,14,0.357,0.539,0.545,5.8,1.4,5.3,2.4,26.9,0.7,0.3,0.6,7.9,114.1,107.5
Ja Morant,Mem,G,22.67,57,33.1,69,33.7,12.6,415,0.761,920,0.535,256,0.344,0.531,0.576,27.4,5.7,9,6.7,34.1,1.16,0.39,3.44,12.3,115.2,109.2
Juwan Morgan,Tor,F,24.98,1,27.4,57.1,4.7,0,0,0,1,1,2,0.5,0.833,0.833,5,4,7.9,1,4.8,0,0,0,4,184,106.6
Juwan Morgan,Bos,F,24.98,1,3.6,7.5,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,
Marcus Morris Sr.,Lac,F,32.61,54,29,60.4,23.2,8.4,148,0.872,416,0.478,275,0.367,0.507,0.549,15.4,4.4,8,2.1,11.3,0.52,0.33,1.28,7.2,107.8,106.9
Jaylen Morris,San,G,26.56,3,5.3,11.1,23.1,11.4,4,0.5,4,0,2,0,0,0.129,0.7,0.7,6.6,0.7,14,0,0,0.33,5.3,39.5,105.2
Markieff Morris,Mia,F,32.61,17,17.6,36.6,20.6,14.5,9,0.889,75,0.547,39,0.333,0.531,0.547,7.6,2.6,8.6,1.4,12.1,0.35,0.06,1.18,6.9,104.6,102.1
Monte Morris,Den,G,26.79,75,29.9,62.2,17.4,8.8,84,0.869,459,0.545,314,0.395,0.564,0.583,12.6,3,5.6,4.4,21.4,0.73,0.19,1.04,7.4,120.2,113
Emmanuel Mudiay,Sac,G,26.1,2,5.5,11.5,18.6,21,4,0.75,2,0,0,0,0,0.399,1.5,0,0,2,43.4,0.5,0,0.5,0,100.3,109.2
Mychal Mulder,Orl,G,27.83,15,13,27.1,16.8,10.5,2,1,21,0.333,46,0.283,0.396,0.405,3.7,1.4,5.7,0.2,2.2,0.27,0.07,0.53,3.1,75.9,111.8
Mychal Mulder,Mia,G,27.83,2,22.2,46.1,10.9,0,2,1,2,0,8,0.5,0.6,0.643,7,1.5,3.8,1,6.2,0,0.5,0,3.9,137.8,114.5
Ade Murkey,Sac,G,20,1,1.5,3.1,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,
Trey Murphy III,Nor,F,21.81,62,13.9,29,15.7,5.1,51,0.882,91,0.418,186,0.382,0.522,0.558,5.4,2.4,9.4,0.6,6.2,0.37,0.11,0.26,5.7,120.6,109.7
Dejounte Murray,San,G,25.56,68,34.8,72.5,27.3,11.8,247,0.794,947,0.504,294,0.327,0.5,0.533,21.1,8.3,12.5,9.2,40.6,2.04,0.34,2.65,13.5,113,106.6
Mike Muscala,Okc,F-C,30.78,43,13.8,28.7,20.9,4.9,57,0.842,85,0.506,163,0.429,0.597,0.63,8,3,11.2,0.5,6.2,0.42,0.6,0.33,6.6,124.4,104.5
Svi Mykhailiuk,Tor,G-F,24.84,56,12.8,26.6,16.9,11.3,37,0.865,100,0.5,134,0.306,0.476,0.509,4.6,1.6,7,0.8,8.8,0.46,0.07,0.57,5.6,104.4,107.4
Abdel Nader,Pho,F,28.54,14,10.4,21.6,14.9,21.8,10,0.6,21,0.381,14,0.286,0.4,0.431,2.4,1.9,10,0.5,5.8,0.57,0.29,0.79,5.1,78.8,94.9
Larry Nance Jr.,Por,F-C,29.27,37,23.2,48.3,12.4,11,49,0.653,136,0.61,62,0.306,0.563,0.581,6.9,5.6,13.3,2,12.5,1.03,0.35,0.73,7.3,123.2,110.6
Larry Nance Jr.,Nor,F-C,29.27,9,20.2,42,14.8,16,8,1,41,0.561,8,0.5,0.592,0.628,7.3,4.3,11.9,0.9,6.4,0.56,0.78,1.11,6,117.2,106.3
RJ Nembhard Jr.,Cle,G,23.06,14,4.5,9.3,16.1,13.2,4,0.75,16,0.375,2,0,0.333,0.38,1.1,0.5,6.2,0.9,26.2,0.07,0,0.21,7,98.8,112.6
Aaron Nesmith,Bos,G-F,22.49,52,11,23,17.2,13.8,26,0.808,67,0.612,115,0.27,0.481,0.507,3.8,1.7,8.4,0.4,5.4,0.38,0.08,0.6,5,95.5,97.5
Raul Neto,Was,G,29.89,70,19.6,40.8,18.4,13.9,108,0.769,321,0.526,120,0.292,0.502,0.538,7.5,1.9,5.4,3.1,22.9,0.79,0.04,1.13,7.2,107.8,110.4
Malik Newman,Cle,G,25.13,1,7.7,16,39.5,14.5,2,1,4,0.75,1,0,0.6,0.68,8,1,7.2,1,29.8,0,0,1,10.4,118,115.2
Georges Niang,Phi,F,28.82,76,22.8,47.6,16.8,9.1,59,0.881,176,0.511,387,0.403,0.575,0.594,9.2,2.7,6.5,1.3,8.7,0.39,0.16,0.78,5.6,112.8,104.5
Daishen Nix,Hou,G,20.16,24,10.9,22.6,17.3,24.5,30,0.533,41,0.488,26,0.269,0.455,0.48,3.2,1.4,6.9,1.7,21.5,0.58,0,1.08,7.2,92,111.7
Zeke Nnaji,Den,F-C,21.25,41,17,35.4,14.9,9.7,65,0.631,106,0.557,80,0.463,0.616,0.629,6.6,3.6,11.8,0.4,3.4,0.39,0.32,0.56,5,124,104
Nerlens Noel,Nyk,C-F,28,25,22.5,46.8,7.3,21.5,30,0.7,57,0.561,3,0,0.533,0.581,3.4,5.6,13.4,0.9,5.7,1.2,1.24,0.8,4.6,120.2,98.3
Jaylen Nowell,Min,G,22.76,62,15.7,32.8,21,7.4,92,0.783,253,0.526,160,0.394,0.551,0.581,8.5,2,6.7,2.1,20.2,0.44,0.16,0.58,8.4,121.2,110
Frank Ntilikina,Dal,G,23.7,58,11.8,24.6,17.4,11.7,25,0.96,113,0.451,110,0.345,0.484,0.513,4.1,1.4,6.4,1.2,14.7,0.47,0.12,0.53,6.4,104.1,103.2
Jusuf Nurkic,Por,C,27.63,56,28.2,58.7,23.6,16.6,268,0.69,544,0.563,56,0.268,0.548,0.586,15,11.1,21.5,2.8,16.6,1.11,0.61,2.55,11,112.5,103
David Nwaba,Hou,G-F,29.24,46,13.2,27.6,15.8,9.3,67,0.716,127,0.551,49,0.306,0.526,0.567,5.1,3.3,13.6,0.8,8.5,0.61,0.43,0.46,7.2,117.9,108.7
Jordan Nwora,Mil,F,23.59,62,19.1,39.8,19.4,10.6,43,0.837,235,0.455,227,0.348,0.488,0.506,7.9,3.6,9.9,1,7,0.39,0.27,0.92,6.4,99.6,108.3
Semi Ojeleye,Mil,F,27.35,20,15.4,32,11.2,6.2,13,0.769,29,0.241,41,0.268,0.336,0.376,2.9,2.9,10,0.3,2,0.25,0.25,0.25,3.5,97,107.8
Semi Ojeleye,Lac,F,27.35,10,9.8,20.5,17.9,10,16,0.813,20,0.4,9,0.444,0.483,0.569,4.1,1.6,8.5,0.4,5.7,0.2,0.1,0.4,5.6,111.2,110.2
Chuma Okeke,Orl,F,23.65,70,25,52,16.4,8.6,65,0.846,204,0.48,371,0.318,0.478,0.501,8.6,5,10.5,1.7,10.1,1.39,0.6,0.81,6.7,101.7,108.1
Josh Okogie,Min,G,23.61,49,10.5,21.9,12.1,15.4,51,0.686,57,0.491,47,0.298,0.471,0.526,2.7,1.4,7.3,0.5,6.2,0.53,0.24,0.47,4.7,107.2,106.3
Onyeka Okongwu,Atl,F-C,21.33,48,20.7,43.1,14,13.8,110,0.727,226,0.69,0,0,0.69,0.714,8.2,5.9,15.6,1.1,7.6,0.63,1.25,0.92,7.3,140.5,100.6
Isaac Okoro,Cle,F-G,21.21,67,29.6,61.6,12.4,10.4,155,0.768,274,0.555,157,0.35,0.544,0.589,8.8,3,5.6,1.8,8.5,0.84,0.33,0.87,4.9,120.1,106.2
KZ Okpala,Mia,F-G,22.95,21,11.6,24.2,14.4,6.3,11,0.727,43,0.488,26,0.346,0.5,0.521,3.7,2,9.5,0.7,8.3,0.19,0.33,0.24,6,113.4,102.4
Victor Oladipo,Mia,G,29.93,8,21.6,45.1,25,16.4,19,0.737,37,0.541,36,0.417,0.582,0.608,12.4,2.9,7.5,3.5,26.3,0.63,0.13,2,9.3,112.7,105
Cameron Oliver,Atl,F,20,2,21.7,45.1,16.5,0,3,0.667,12,0.75,3,0.333,0.7,0.705,11.5,3,7.6,1.5,11,0.5,0.5,0,6.9,149.9,107
Kelly Olynyk,Det,F-C,30.98,40,19.1,39.8,21.5,15.1,89,0.775,167,0.527,119,0.336,0.517,0.561,9.1,4.4,12.5,2.8,23.1,0.78,0.48,1.45,10.1,111.9,102.4
Eugene Omoruyi,Dal,F,25.15,4,4.5,9.3,17.1,0,4,0.5,3,0.333,2,0.5,0.5,0.518,1.8,1.8,21.9,0.5,16,0,0,0,10.4,131.8,97.9
Royce O'Neale,Uta,F,28.85,77,31.2,65.1,9.9,14.3,56,0.804,138,0.609,306,0.389,0.591,0.608,7.4,4.8,8.4,2.5,10.5,1.1,0.42,1.01,5.7,122.5,105.5
Miye Oni,Uta,G-F,24.69,16,2.8,5.8,10.3,9.6,1,0,1,1,8,0.125,0.278,0.265,0.3,0.4,8.7,0.3,14.2,0,0,0.06,4.7,,
Cedi Osman,Cle,F,27.01,66,22.1,46.1,21.1,9.6,131,0.664,214,0.556,359,0.357,0.543,0.562,10.7,2.2,5.6,2,14.1,0.79,0.15,1.02,6.5,110.7,104.7
Daniel Oturu,Tor,C,22.56,3,9.1,19,12.9,0,5,0.6,5,0.6,1,0,0.5,0.549,3,1.7,9.9,0,0,0,0.67,0,0,122.8,112.4
Kelly Oubre Jr.,Cha,F-G,26.34,76,26.3,54.8,23,6.2,189,0.667,380,0.576,553,0.345,0.542,0.559,15,4,8,1.1,6.2,1.01,0.41,0.88,6.1,110.6,108.2
Jaysean Paige,Det,G,27.7,1,6.6,13.8,26,25,0,0,1,0,2,0,0,0,0,1,8.2,1,19.2,0,0,1,0,15.2,85.8
Trayvon Palmer,Det,G,27.41,1,16.8,35,5.1,50,0,0,1,0,0,0,0,0,0,2,6.4,0,0,0,0,1,0,0,107.5
Kevin Pangos,Cle,G,29.21,24,6.9,14.4,14.6,12.8,4,0.75,20,0.45,26,0.231,0.391,0.408,1.6,0.5,3.7,1.3,24.6,0.13,0,0.29,5.9,99.2,109
Jabari Parker,Bos,F,27.07,12,9.4,19.5,19.6,16,9,1,22,0.455,16,0.5,0.579,0.632,4.4,2.3,13.5,0.5,7.9,0.33,0.08,0.67,7.3,113.7,95.8
Eric Paschall,Uta,F,25.43,58,12.7,26.5,17.7,9,86,0.767,127,0.583,108,0.37,0.57,0.612,5.8,1.8,7.9,0.6,7.1,0.16,0.09,0.47,5.8,123,108.4
Chris Paul,Pho,G,36.93,65,32.9,68.6,19.7,15.6,202,0.837,537,0.559,199,0.317,0.536,0.581,14.7,4.4,7.1,10.8,44.5,1.86,0.31,2.35,10.8,123.7,104.3
Cameron Payne,Pho,G,27.67,58,22,45.9,24.6,14.1,89,0.843,376,0.449,211,0.336,0.469,0.5,10.8,3,7.3,4.9,30.7,0.69,0.29,1.78,9.8,103.9,102.5
Gary Payton II,Gol,G,29.36,71,17.6,36.6,14.3,9.8,58,0.603,224,0.754,120,0.358,0.679,0.679,7.1,3.5,10.7,0.9,7.5,1.34,0.31,0.56,6.4,129.7,97
Elfrid Payton,Pho,G,28.13,50,11,22.9,18.5,19.9,32,0.375,157,0.401,18,0.222,0.394,0.397,3,1.8,8.6,2,22.9,0.5,0.12,0.94,8,87.5,104.2
Norvel Pelle,Uta,C,29.18,3,6.3,13.2,16.1,28.6,0,0,5,0.6,0,0,0.6,0.6,2,2,17.3,0,0,0,0.33,0.67,0,101.3,109.3
Reggie Perry,Por,F-C,22.06,9,19.7,41.1,23.3,11.5,15,0.6,62,0.581,16,0.188,0.519,0.532,10,5.1,14.2,1.3,11.6,1,0.67,1.22,8.2,105.4,99.7
Reggie Perry,Ind,F-C,22.06,1,9.9,20.6,4.3,0,0,0,1,1,0,0,1,1,2,1,5.6,0,0,0,0,0,0,200,89.5
Jamorko Pickett,Det,F,24.3,13,13.6,28.3,13.6,8.9,2,0.5,11,0.455,39,0.333,0.49,0.491,3.8,2.5,9.8,0.5,5.8,0,0.54,0.38,4.9,99.9,112.3
Theo Pinson,Dal,G-F,26.43,19,7.8,16.2,14.7,10.3,10,1,9,0.444,30,0.333,0.487,0.553,2.5,1.1,7.9,0.9,15.9,0.26,0.11,0.26,6.9,117.1,103.6
Mason Plumlee,Cha,F-C,32.1,73,24.6,51.2,11.7,20.2,171,0.392,318,0.645,2,0,0.641,0.603,6.5,7.8,16.8,3.1,16.4,0.82,0.71,1.37,8.8,123.1,101.8
Jakob Poeltl,San,C,26.49,68,29,60.3,18.3,12.7,190,0.495,662,0.618,1,1,0.619,0.613,13.5,9.3,16.9,2.8,14,0.66,1.72,1.6,9.7,123.7,103.7
Aleksej Pokusevski,Okc,C,20.29,61,20.2,42.1,20,16.4,50,0.7,259,0.498,197,0.289,0.47,0.485,7.6,5.2,13.3,2.1,16.6,0.64,0.61,1.54,8.6,96.1,106.9
Yves Pons,Mem,F,22.93,12,5.9,12.3,10.3,5.6,2,0,7,0.286,9,0.333,0.406,0.385,1.1,1,8.8,0.1,1.7,0.08,0.33,0.08,3.2,94.6,107.1
Jordan Poole,Gol,G,22.81,76,30,62.6,26.1,13.7,266,0.925,478,0.55,580,0.364,0.548,0.598,18.5,3.4,6.2,4,21.1,0.79,0.3,2.46,8.4,112.5,103.2
Kevin Porter Jr.,Hou,G-F,21.94,61,31.3,65.1,24.1,17.7,193,0.642,395,0.456,413,0.375,0.511,0.531,15.6,4.4,7.7,6.2,30.7,1.11,0.38,3.15,9.6,103.3,112.1
Michael Porter Jr.,Den,F,23.78,9,29.5,61.4,19.7,10.1,9,0.556,55,0.491,48,0.208,0.408,0.416,9.9,6.6,12.4,1.9,8.9,1.11,0.22,1.33,6.8,86.8,107.4
Otto Porter Jr.,Gol,F,28.86,63,22.2,46.1,15.1,7.7,61,0.803,201,0.562,216,0.37,0.559,0.58,8.2,5.8,14.1,1.5,9.6,1.06,0.44,0.59,7.5,122,102.4
Bobby Portis,Mil,F,27.16,72,28.2,58.7,21.3,8.9,113,0.752,533,0.533,338,0.393,0.555,0.571,14.6,9.1,17.2,1.2,6.4,0.74,0.71,1.25,7.7,115.7,103.6
Kristaps Porzingis,Dal,F-C,26.69,34,29.5,61.4,28.6,8.3,170,0.865,335,0.537,173,0.283,0.499,0.561,19.2,7.7,14.5,2,11.7,0.74,1.74,1.56,9,113.6,101.3
Kristaps Porzingis,Was,F-C,26.69,17,28.2,58.7,31.4,8.3,116,0.871,180,0.522,79,0.367,0.531,0.606,22.1,8.8,17.3,2.9,17.9,0.71,1.47,1.65,11.7,122.6,104
Micah Potter,Det,F,24.01,3,10.3,21.5,17.9,7.8,2,1,9,0.556,2,0,0.455,0.505,4,3,15.7,0,0,0.33,0.33,0.33,0,109.1,103
Dwight Powell,Dal,F-C,30.73,82,21.9,45.7,14,11.5,212,0.783,364,0.703,37,0.351,0.687,0.725,8.7,4.9,12.5,1.2,8.1,0.45,0.48,0.78,6.8,144.5,99.7
Myles Powell,Phi,G,20,11,4.7,9.9,18,14.4,2,1,11,0.364,6,0.167,0.324,0.364,1.2,0.5,6.4,0.3,8,0.09,0,0.27,4.8,74.3,99.7
Norman Powell,Por,G,28.88,40,33.3,69.4,22.5,9,198,0.803,313,0.492,229,0.406,0.542,0.593,18.7,3.3,5.4,2.1,10,1,0.43,1.55,6.1,114.6,115.1
Norman Powell,Lac,G,28.88,5,25.1,52.3,30,8.2,35,0.857,39,0.487,24,0.542,0.611,0.682,21.4,2.8,5.8,2.8,19.4,0.4,0.8,1.4,8.8,132.2,104.3
Joshua Primo,San,G,19.3,50,19.3,40.2,15.4,15.9,59,0.746,133,0.444,137,0.307,0.452,0.487,5.8,2.3,6.1,1.6,10.6,0.4,0.46,1.12,5.7,96.3,109.8
Taurean Prince,Min,F,28.06,69,17.1,35.5,17.1,11,82,0.756,162,0.562,229,0.376,0.563,0.588,7.3,2.5,7.9,1,8.1,0.68,0.33,0.77,6.2,112,105.9
Payton Pritchard,Bos,G,24.2,71,14.1,29.4,18.6,9.7,21,1,128,0.461,245,0.412,0.564,0.578,6.2,1.9,7.2,2,20.4,0.34,0.08,0.58,8.1,120.2,105.9
Trevelin Queen,Hou,G,20,10,7.4,15.5,23.8,16.8,4,1,9,0.667,24,0.375,0.591,0.619,4.3,1.6,11.8,0.4,8.7,0.5,0.1,0.7,7.6,109.9,110.3
Neemias Queta,Sac,C,22.75,14,8.5,17.8,18.5,11.7,17,0.647,38,0.447,0,0,0.447,0.495,3.2,2.2,14,0.4,7.2,0.07,0.57,0.43,6.6,107.3,103.6
Immanuel Quickley,Nyk,G,22.82,78,23.1,48.1,22.2,10.9,201,0.881,328,0.448,396,0.346,0.487,0.543,11.3,3.2,7.3,3.5,24.5,0.69,0.04,1.27,8.7,113.9,104.3
Jahmi'us Ramsey,Sac,G,20.84,19,7.1,14.7,22.2,7.2,14,0.5,40,0.475,18,0.278,0.457,0.468,3.2,0.7,5.3,0.4,7.9,0.05,0.05,0.26,5.4,94.8,114
Julius Randle,Nyk,F-C,27.37,72,35.3,73.6,28.7,14.7,401,0.756,856,0.458,390,0.308,0.459,0.509,20.1,10,15,5.1,25.1,0.74,0.54,3.4,11.4,102.7,103
Austin Reaves,Lal,G,23.87,61,23.2,48.4,12.4,9.8,118,0.839,150,0.62,168,0.315,0.542,0.6,7.3,3.2,7.3,1.8,10.3,0.46,0.33,0.66,6,123.6,112.4
Cam Reddish,Atl,F-G,22.61,34,23.4,48.8,23.2,10.4,80,0.9,190,0.421,153,0.379,0.487,0.537,11.9,2.5,5.8,1.1,6.9,1.03,0.32,1.29,5.5,103.7,112.6
Cam Reddish,Nyk,F-G,22.61,15,14.4,29.9,18.7,14.1,32,0.906,34,0.559,31,0.258,0.477,0.575,6.1,1.4,5.2,0.7,7.1,0.87,0.27,0.87,5,109.2,106.1
Davon Reed,Den,G,26.83,48,13.9,29,12.1,8.7,15,0.667,75,0.587,86,0.43,0.618,0.624,4.4,2.3,9,1.1,10.7,0.5,0.19,0.33,6.4,123.7,105
Paul Reed,Phi,F,22.83,38,8,16.6,16.6,8.9,14,0.429,88,0.591,8,0.25,0.573,0.568,3.1,2.4,17,0.4,8.3,0.87,0.37,0.26,7.2,125,88.4
Naz Reid,Min,C-F,22.63,77,15.8,32.9,21.4,13.2,149,0.765,310,0.568,166,0.343,0.549,0.588,8.3,3.9,13.2,0.9,8.7,0.52,0.92,1.06,7.8,113.7,100.3
Nick Richards,Cha,C,24.37,50,7.3,15.3,15.4,18.1,43,0.698,90,0.667,0,0,0.667,0.689,3,1.7,12.4,0.3,4.9,0.18,0.42,0.48,6.3,122.5,103
Josh Richardson,Bos,G,28.57,44,24.7,51.5,16.7,9.4,71,0.859,187,0.481,156,0.397,0.534,0.57,9.7,2.8,6.2,1.5,8.7,0.77,0.52,0.89,5.6,113.6,104.1
Josh Richardson,San,G,28.57,21,24.4,50.9,19.3,11.5,37,0.946,101,0.416,90,0.444,0.534,0.577,11.4,2.9,6.1,2.3,13,1.05,0.29,1.29,6.9,112.5,110.2
Austin Rivers,Den,G,29.69,67,22.1,46,12.6,12.8,44,0.727,119,0.563,231,0.342,0.53,0.546,6,1.7,4.3,1.3,8,0.76,0.09,0.81,4.3,103.9,108.5
Duncan Robinson,Mia,F,27.97,79,25.9,53.9,17.7,7.4,61,0.836,102,0.569,624,0.372,0.559,0.573,10.9,2.6,5.6,1.6,9.3,0.53,0.18,0.76,5.5,112.8,103.7
Jeremiah Robinson-Earl,Okc,F,21.43,49,22.2,46.2,15.4,10.1,54,0.741,159,0.478,165,0.352,0.503,0.526,7.5,5.6,13,1,6.7,0.59,0.31,0.8,6.3,108.4,108
Justin Robinson,Mil,G,24.5,17,11.6,24.2,14.9,16,2,1,20,0.4,37,0.27,0.404,0.415,2.8,0.8,3.5,1.2,13.7,0.47,0,0.65,4.8,87.4,107.5
Justin Robinson,Sac,G,24.5,3,5,10.4,25.8,11.1,0,0,5,0.2,3,0,0.125,0.125,0.7,0.3,3.6,0.7,17.3,0,0,0.33,4.2,37.6,108.2
Justin Robinson,Det,G,24.5,5,18.2,37.9,16.8,14,6,0.333,7,0.143,21,0.381,0.464,0.457,5.6,1.4,4.2,1.8,14.3,0.2,0.2,1,5.3,92.3,112.2
Mitchell Robinson,Nyk,C-F,24.03,72,25.7,53.5,11.4,12.4,181,0.486,343,0.761,0,0,0.761,0.722,8.5,8.6,17.8,0.5,3.2,0.79,1.85,0.83,5.2,144.1,101
Isaiah Roby,Okc,F,24.18,45,21.1,43.9,19,10.3,116,0.672,224,0.545,99,0.444,0.582,0.607,10.1,4.8,11.8,1.6,12.1,0.8,0.76,0.96,8.1,121.1,103.1
Rajon Rondo,Lal,G,36.13,18,16.1,33.5,15.7,32.1,2,0.5,41,0.366,30,0.267,0.38,0.383,3.1,2.7,9.1,3.7,29.9,0.67,0.28,1.89,7.8,84.1,107.5
Rajon Rondo,Cle,G,36.13,21,19.5,40.5,16.2,22.1,24,0.75,48,0.458,58,0.397,0.533,0.562,6.2,2.8,8,4.9,35.3,0.86,0.05,1.57,9,114,104
Derrick Rose,Nyk,G,33.52,26,24.5,51,22.5,11.9,31,0.968,182,0.467,92,0.402,0.513,0.541,12,3,6.5,4,27.5,0.85,0.46,1.5,8.6,112.4,112.6
Terrence Ross,Orl,G-F,31.18,63,23,47.9,20.5,10.9,130,0.862,290,0.493,264,0.292,0.467,0.515,10,2.6,5.9,1.8,12.5,0.44,0.19,1.19,6.3,100.1,113.5
Terry Rozier,Cha,G,28.07,73,33.7,70.1,23.2,7.1,176,0.852,575,0.517,593,0.374,0.539,0.566,19.3,4.3,6.8,4.5,19.8,1.27,0.34,1.3,8.5,116.7,113.5
Ricky Rubio,Cle,G,31.47,34,28.5,59.4,24.9,16.5,103,0.854,237,0.38,174,0.339,0.434,0.488,13.1,4.1,8,6.6,34.5,1.44,0.21,2.65,9.9,102.4,103.5
D'Angelo Russell,Min,G,26.13,65,31.9,66.6,25.1,13.2,240,0.825,457,0.492,518,0.34,0.502,0.544,18.1,3.3,5.6,7.1,33.1,0.95,0.34,2.54,9.4,112.3,111.6
Matt Ryan,Bos,F,24.98,1,5.3,11,41.6,0,0,0,0,0,5,0.2,0.3,0.3,3,0,0,0,0,1,0,0,0,64.9,105.8
Domantas Sabonis,Ind,F-C,25.94,47,34.7,72.3,21.7,17.3,258,0.74,463,0.639,108,0.324,0.61,0.649,18.9,12.1,19.4,5,22.2,0.98,0.47,3.04,12.1,123.4,107.3
Domantas Sabonis,Sac,F-C,25.94,15,33.6,70,24.4,18.1,74,0.743,185,0.584,17,0.235,0.564,0.603,18.9,12.3,19.9,5.8,28,0.87,0.33,3.47,13.2,115.5,103.1
Olivier Sarr,Okc,C,23.14,22,19.1,39.9,13.9,16.2,29,0.828,72,0.625,29,0.448,0.639,0.672,7,4.2,11.4,0.9,6.9,0.27,0.68,1,6.2,123.6,103.9
Tomas Satoransky,Nor,G,30.45,32,15,31.3,12.6,16.3,25,0.76,76,0.355,31,0.161,0.322,0.373,2.8,2,7.4,2.4,20.6,0.44,0.03,0.72,6.3,95.2,110.2
Tomas Satoransky,San,G,30.45,1,9.2,19.2,8.1,0,4,0.75,0,0,0,0,,0.852,3,1,5.7,0,0,0,0,0,0,,119.2
Tomas Satoransky,Was,G,30.45,22,18.9,39.4,12.6,19.5,25,0.84,62,0.548,22,0.273,0.512,0.563,4.9,2.8,8.1,4.9,35,0.68,0.18,1.05,8.6,123.2,107.8
Jordan Schakel,Was,G,23.83,4,7.6,15.8,18.9,7.8,2,1,5,0,6,0.167,0.136,0.21,1.3,2,14.6,0,0,0.25,0,0.25,0,55.4,116.2
Admiral Schofield,Orl,F,25.03,38,12.3,25.7,14.5,13.4,15,0.8,50,0.56,79,0.329,0.519,0.538,3.8,2.3,10,0.7,7.9,0.11,0.13,0.55,5.9,102.3,103.8
Dennis Schroder,Bos,G,28.57,49,29.2,60.9,23.1,13.8,145,0.848,392,0.485,192,0.349,0.497,0.543,14.4,3.3,6.2,4.2,22,0.84,0.1,2.12,8,108.1,103.6
Dennis Schroder,Hou,G,28.57,15,27,56.2,20.6,19.9,39,0.872,82,0.439,58,0.328,0.461,0.519,10.9,3.3,6.8,5.9,31.9,0.87,0.2,2.6,8.8,104.1,111.2
Trevon Scott,Cle,F,25.37,2,5.7,11.9,23.3,0,0,0,5,0.6,1,0,0.5,0.5,3,1,9.7,0,0,0.5,0.5,0,0,107.4,91.4
Jay Scrubb,Lac,G,21.61,18,6.7,14.1,20.8,12.2,10,0.7,25,0.48,21,0.286,0.457,0.486,2.7,0.9,6.9,0.4,9.7,0.22,0.17,0.39,5.9,93.5,106.6
Wayne Selden,Nyk,G,27.53,3,6.4,13.3,13.2,0,4,0.5,2,0,2,0.5,0.375,0.434,1.7,0.3,2.8,0.3,7.2,0,0,0,3.3,102.9,112.7
Alperen Sengun,Hou,C,19.71,72,20.7,43.1,22,18.8,232,0.711,408,0.539,117,0.248,0.502,0.552,9.6,5.5,14.5,2.6,19.1,0.81,0.94,2.01,10,107.7,103.6
Collin Sexton,Cle,G,23.27,11,28.8,59.9,27.9,15.6,39,0.744,106,0.538,45,0.244,0.487,0.523,16,3.3,6.3,2.1,11.9,0.91,0,2.82,6.7,96,106.2
Landry Shamet,Pho,G,25.08,69,20.8,43.4,16.8,7.3,81,0.84,151,0.45,334,0.368,0.521,0.55,8.3,1.8,4.7,1.6,9.7,0.41,0.13,0.59,5.5,111.1,107.8
Day'Ron Sharpe,Bro,F,20.43,32,12.2,25.4,21.7,15.2,41,0.585,142,0.592,7,0.286,0.584,0.593,6.2,5,22.3,0.5,6.7,0.31,0.47,0.94,8.2,119.4,98.4
Pascal Siakam,Tor,F,28.03,68,37.9,79,25.8,11.6,379,0.749,989,0.527,218,0.344,0.525,0.565,22.8,8.5,12.2,5.3,23,1.25,0.62,2.66,10.6,115.6,103.8
Chris Silva,Min,F,25.56,1,3.5,7.3,0,,0,0,0,0,0,0,,,0,1,15.3,0,0,0,0,0,0,,
Chris Silva,Mia,F,25.56,9,9.7,20.3,14.4,28.3,12,0.833,15,0.533,0,0,0.533,0.641,2.9,3.9,22.6,0.8,11,0,0.11,0.89,8.6,120.6,85
Marko Simonovic,Chi,C,22.49,9,3.9,8.1,27.3,9.2,11,0.727,10,0.3,5,0.2,0.3,0.428,1.9,1.1,16,0,0,0.11,0.11,0.22,0,,
Anfernee Simons,Por,G,22.84,57,29.5,61.4,24.8,11.9,116,0.888,355,0.49,442,0.405,0.555,0.583,17.3,2.6,4.9,3.9,22.2,0.53,0.11,2.02,7.6,111.9,116.6
